,Absolute,Relative
0,1.8679093408518268,0.22969029455784762
1,5.3504922234696215,0.22160479131112096
2,4.093037279683997,0.21013143271413645
3,1.7464790959356564,0.2211657817754125
4,0.6448905006666295,0.12699194592048735
5,0.5421208074620794,0.1830256316803511
6,0.08200079394640468,0.07915693002546634
7,2.8937540658379293,0.23811896176755393
8,0.4646294990939417,0.1270092346664868
9,0.48310465427725874,0.10648383493101118
10,2.8643906533331176,0.248429631074191
11,3.6057223272405237,0.39169806305518257
12,2.655973597296817,0.35464034144611367
13,0.08668229840782116,0.03640609265378194
14,0.08613964929241989,0.034807950406504126
15,2.1172760053063975,0.23925065135992424
16,1.7267991858888427,0.24273983811002373
17,5.203258761247206,0.13843274111215212
18,0.6475163837401722,0.1477212382967462
19,0.8799124232415977,0.2075758681228516
20,1.6487700023345937,0.22159920241990116
21,2.5215836971296666,0.2583868418703297
22,2.564739240688741,0.3151014078646651
23,2.838453815519856,0.2740373874598356
24,2.6296199382265772,0.28033297549994085
25,2.8436218435465577,0.27882529805281553
26,1.7243259326513012,0.2808894194646938
27,1.260050722327169,0.27695198524678244
28,1.4842412288999831,0.16884524002834228
29,1.5610177553629,0.174502585859706
30,2.73697507445676,0.14385854283871416
31,2.796090782373886,0.16566794290557815
32,0.5996181902872275,0.17926708051662274
33,0.5578664826616313,0.1687976940478935
34,4.108119573622461,0.26977226154699496
35,2.7686084059877167,0.24599536138668865
36,1.7310257956764912,0.23918389332359707
37,1.563559385365456,0.2405773344041365
38,4179.200794636898,0.14054988525124423
39,4.193329379568675,0.1539353740700704
40,16.80582460082589,0.33151225322783917
41,13.459334980392164,0.3133146866997256
42,0.8163529724180594,0.188737909484024
43,1.628620340470613,0.2291519640877139
44,3.545780904766681,0.3202656496849211
45,3.662301649912604,0.21861611278085719
46,1.5593184186952953,0.22877037629396418
47,0.11304378166497489,0.08036727867033908
48,193000.37616591246,0.066218242497767
49,0.7764011868740949,0.1679694511967366
50,2.349028907155426,0.23460161618115122
51,2.069132544061791,0.2529050058965282
52,17.954470059381446,0.04770085139951265
53,1.9099947888547966,0.24843175151380012
54,1.2612632558589385,0.24174389881040373
55,1.6958221347012958,0.22516233717339632
56,2.4281494812107187,0.19303475837117257
57,0.08620488871259269,0.07669367218914594
58,2.918873064682574,0.30365855663423497
59,2.3791249283094076,0.27445706752200005
60,7.052037431103711,0.3008519137777587
61,0.8110411973113292,0.14870666207547106
62,1.7426055020092512,0.2546789708147286
63,0.8566785556995807,0.17335001665557673
64,1.6805020776494586,0.14292381266510465
65,933.1636461223484,0.10712961401326948
66,1.0268554439455846,0.20538889520490813
67,1.4016120198458892,0.18098177494769604
68,5.5149174866538795,0.30310780713268315
69,1.0811415841579992,0.1647413190445657
70,0.6145415778497906,0.13350602798376313
71,2.251597272356528,0.2689988422536323
72,2.1786133889974524,0.22207707990983133
73,1.7063388626916873,0.18477152441785646
74,2.280244499699173,0.31385547550181514
75,1.3483440464817495,0.2123287575486082
76,1.9012208423300274,0.15760681860018347
77,1.0382149530730493,0.20828371692405548
78,2.090974214983671,0.21263638182114936
79,1.954484458911487,0.16560731637819304
80,243.54591665650312,0.2560419447527732
81,0.9750271669594961,0.13260016940760025
82,1.0292527788962207,0.19913197923643877
83,1.763145127526389,0.2775890027859314
